name,created_at,sentiment,text
GeniaTou,08/23/21,['negative'],μικροβιολογος  σε περιοχη της κρητης κατα του εμβολιασμου βρισκεται στην εντατικη με κοβιντ σε πολυ σοβαρη κατασταση ολο και περισσοτερα περιστατικα σαν και αυτο βγαινουν στην επιφανεια καντε το εμβολιο ο ιος ειναι επικινδυνος 
GeniaTou,08/23/21,['neutral'],εμβολιο τσακωθηκαν στον αερα βασιλακοπουλος και αρνητης καθηγητης εισαι γελοιος 
GeniaTou,08/23/21,['neutral'],καυγας   μεταξυ γιατρων για το εμβολιο του κορονοιου εισαι γελοιος – εισαι ασχετος και αγραμματος. 
GeniaTou,08/23/21,['neutral'],εκει που τον εχουν στο νοσοκομειο βολου δεν του κανουν και ενα εμβολιο 😂 
GeniaTou,08/23/21,['neutral'],εισαγγελικη παρεμβαση για συσχετιση απο κουβελα του ισχαιμικου επεισοδιου χαρδαλια με το εμβολιο 
GeniaTou,08/23/21,['neutral'],χαρδαλιας εισαγγελικη παρεμβαση για τον συσχετισμο του ισχαιμικου του επεισοδιου με το εμβολιο 
GeniaTou,08/23/21,['positive'],"  ναι εχουν αναπτυξει καποια αλλα δεν ειναι και τοσο . βεβαια καθε      . αλλα μην το δενουμε κομπο.
ναι οι λογοι που δεν εχουμε εξαρσεις στην δυσηειναι συνθετοι και δεν εχουν να κανουν με το εμβολιο."
GeniaTou,08/23/21,['negative'],περα απο τη χολη του ριχνετε για τους ανεμβολιαστους καποια στιγμη να συζητησουμε τι γινεται με οσους εχουν απαγορευση απο τον γιατρο τους να κανουν το εμβολιο για ιατρικους λογους  εμβολιασμος
GeniaTou,08/23/21,['neutral'],ερωτηση λοβερδου στη βουλη για τον γιατρο που ισχυριζεται οτι το εμβολιο ειναι νερακι 
GeniaTou,08/23/21,['neutral'],μετα  δεν κανεις τιποτα το θεμα ειναι να παψει το τζαμπα στο εμβολιο για τους ανεμβολιαστους περα καποιας ημερομηνιας και η τζαμπα νοσηλεια τους.
GeniaTou,08/23/21,['neutral'],αντιεμβολιαστες παω στοιχημα οτι ο δεικτης νοημοσυνης () του καθε ψεκασμενου-αντιεμβολιαστη με δυσκολια αγγιζει το  αντε να πω εμβολιο εμβολιασμος κορωνοιος κρουσματα 
GeniaTou,08/23/21,['positive'],η τριτη δοση θα βοηθησει ολους οσους δεν καταφεραν να αναπτυξουν υψηλα αντισωματα με τις δυο πρωτες δοσεις του εμβολιου. τριτηδοση εμβολιο εμβολιασμος 
GeniaTou,08/23/21,['positive'], σπυρο μεγαλη χαρα ε? να γινει και υποχρεωτικο τωρα ε? η εμβολιο η αντιο ε?
GeniaTou,08/23/21,['neutral'],εξαιρετικο σχολιο. και γενικοτερα η τοποθετηση του  εμβολιασμοι εμβολιο εμβολιασμος 
GeniaTou,08/23/21,['negative'], οχι στο εμβολιο του θανατου
GeniaTou,08/23/21,['negative'],    καποιοι βαζουμε και το εμβολιο της γριππης καθε χρονο και γι αυτο μπορειτε να εχετε την πολυτελεια οι υπολοιποι να μην το βαζετε. απλα ειπα να το αναφερω…
GeniaTou,08/23/21,['negative'],χαιρονται που οι ηπα εδωσαν αδεια στο εμβολιο  ... περιμενατε βρε σαΐνια να μην εδιναν δηλαδη αν δεν εδιναν τι θα ελεγαν σε ολους οσους τους εμβολιασαν με το ζορι εμβολιασμοι εμβολιασμενοι
GeniaTou,08/23/21,['negative'],  απο οτι ειδα κι εγω ετσι ειναι. προκειται για τα εμβολια που κανουμε οταν ταξιδευουμε σε καποιες χωρες που ακομη σουρνονται τετοιες αρρωστιες. και φυσικα δεν ειναι ο λογος που δεν υπαρχει εξαρση στον τοπο μας. ποιος εχει κανει εμβολιο πανουκλας και χολερας στην ελλαδα
GeniaTou,08/23/21,['negative'],"    συγνωμη ο κορονοιος υπαρχει ακομα επειδη δεν εχουν κανει καποιοι
το εμβολιο????? θα με τρελανεις εχουν καταφερει νανμας αποτρελανουν ολους κ να εχουμε πολεμο μεταξυ μας ... κ αυτοι καθονται κ γελουν με το ποσα προβατα υπαρχουν... ψεκες κ μαλακιες τουμπανα.. δειτε την πλεκτανη"
GeniaTou,08/23/21,['positive']," αν μια στο εκατομμυριο ειχε επιπλοκες με το εμβολιο που εκανε αφου τον ειχες πεισει να το κανει πως θα ενιωθες μετα 
καλα ειναι αυτες οι αποφασεις να τις παιρνουν μονοι τους γιατι ποτε δεν ξερουμε τι μπορει να γινει."
GeniaTou,08/23/21,['positive'], οσοι εμβολιαστηκαν απο δεκεμβρη ως απριλιο συμπεριφερονται πλεον ως ανεμβολιαστοι. αντι να ειναι προσεκτικοι ομως θεωρουν τους εαυτους τους ατρωτους χαρη στο εμβολιο. το αποτελεσμα ειναι η ανεξηγητη αυξηση κρουσματων. καλα ειναι και τ εμβολια αλλα μην σταματατε τα υπολοιπ μετρα
GeniaTou,08/23/21,['positive'],πληρης εγκριση απο τον  για το εμβολιο της  
GeniaTou,08/23/21,['positive'], το εμβολιο δεν προστατευει απο λοιμωξη. προστατευει απο βαρια νοσου μεταλλαξεις και επιπλοκες. ο υποχρεωτικος εμβολιασμος εστω με απειλες διχασμος εξαναγκασμος-ειναι παρανομος. ειμαι υπερ του εμβολιου και εχω πληρως εμβολιαστει.
GeniaTou,08/23/21,['positive'],εμβολιο  πηρε πληρη εγκριση για χρηση απο τον αμερικανικο εμβολιο εμβολια  
GeniaTou,08/23/21,['positive'], αν κολλησουν ειναι πιθανο να μην τα πανε καλα. αν δεν θες να κανεις το εμβολιο δικο σου θεμα. αλλα μην προσπαθησεις να με πεισεις οτι κανεις καλα που δεν το κανεις. ελεος.
GeniaTou,08/23/21,['negative'],  αν ειχε κανει το εμβολιο θα επιανε το  και δε θα εβγαινε για βολο 😂
GeniaTou,08/23/21,['positive'], που κολλαει το μνημονιο με το εμβολιο? τι μετρα πηρε η κυβερνηση της πορτογαλιας οσα χρονια ηταν στο μνημονιο και τι μετρα πηραν οι δικες μας. ασε μας ρε αδωνη που για να πεισεις τον αλλον να κανει εμβολιο σε λιγο θα του δινεις και τα βιβλια σου δωρο.
GeniaTou,08/23/21,['positive'], να ξεχωρισουμε καποια πραγματα. γιατι γραφετε οτι να ναι. αν οι μεθ ειναι κατειλημμενες και γενικα τα νοσοκομεια ειναι  πανε πισω πολλα χειρουργεια. επισης υπαρχουν ανθρωποι που ειναι ανοσοκατασταλμενοι οι οποιοι και το εμβολιο να κανουν δεν παραγουν αντισωματα και
GeniaTou,08/23/21,['positive'],μια χαρα τα λεει αν εχεις ηδη αναπτυξει αντισωματα λογω νοσου δεν χρειαζεται υποχρεωτικα το εμβολιο. επιστημονικα στοιχειοθετημενο κανενας δεν εχει αντιθετη αποψη
GeniaTou,08/23/21,['neutral'],μονοδοσικο εμβολιο    παραθυρο για δευτερη δοση ποτε αναμενονται οι αποφασεις    
GeniaTou,08/23/21,['neutral'], κατα τα αλλα  εμεις εδω στο ελλαντα σταυρωνουμε τον τσιτσιπα που δεν εχει κανει μεν εμβολιο αλλα κανει καθημερινα 
GeniaTou,08/23/21,['negative'],  κατα δηλωση των ιδιων των  ισραηλινωντοσο στον καθησυχασμο  καταργηση οποιοδηποτε μετρου αποστασης/προστασιας οσο  στην παντελη αγνοηση της μεταλλαξης στην χωρα. κανενα εμβολιο δεν μπορει να προστατευει απολυτα απο τις μεταλλαξεις ον. επειδη εχω μαθει να διαβαζω προσεχτικα
GeniaTou,08/23/21,['positive'],μα πως ξερουμε αν δεν κανουμε συγκριση των περιστατικων ασθενειων σε εμβολιασμενους πριν και μετα τα το εμβολιο.δεν ξεραμε εξ αρχης οτι το αστραζενεκα προκαλει θρομβωση σχετικα προσφατα μαθαμε για τις μυοκαρδιτιδες που προκαλει η πφαιζερ ολα αυτα χαρη στην φαρμακοεπαγρυπνηση
GeniaTou,08/23/21,['negative'],το χειροτερο που μπορει να σου συμβει ειναι του χρονου το καλοκαιρι να μην εχεις κανει το εμβολιο κ να μην εχεις κολλησει κορονογιο. πιθανοτατα να στελνουν αποσπασμα να σε εκτελουν επι τοπου  .
GeniaTou,08/23/21,['negative'],ο ξαδελφος στο αμερικα μου στελνει αρθρο απο το  και μου λεει να γιατι δεν εκανα το εμβολιο κατι βρωμαει ασχημα με την χρηματοδοτηση των  στα εργαστηρια των κινεζων ρε ψεκα του λεω την θεια λυπαμαι που στο εξης θα αγοραζει ιταλικο $ το λιτρο.
GeniaTou,08/23/21,['positive'],γιορταζει σε λιγο η παναγια η προυσιωτισσα η συντοπιτισσα κ αντι να ειμαι στη πλατεια να πινω τσιπουρα να τρωω κοψιδια φορωντας το μπουφανακι μου εδινα οδηγιες τι να προσεχουν μετα το εμβολιο αδικια
GeniaTou,08/23/21,['positive'],φαντασου ποσο θα ειχε επηρεαστει η επιδοση του αν ειχε κανει και εμβολιο 🤭 
GeniaTou,08/23/21,['neutral'],  πρωτη φορα ακουω για εμβολιο εξαμηνης διαρκειας.
GeniaTou,08/23/21,['negative'],στ στρατο φαγαμε βοδινο πειραματικου σταδιου  το εμβολιο μας πειραξε
GeniaTou,08/23/21,['positive'],  ον.ειχα αμφιβολια κυριως ως προς το α το οποιο δεν εκανα.ον εχω φιλους  στενο συγγενη γιατρο καθως  ενα βιολογο που τους εμπιστευμομαι απολυτα  δεν εχουν κανενα λογο να πουν ψεμματα. ο στενος συγγενης μαλιστα το εψαξε μου ειπε να το κανω. ον  το εμβολιο
GeniaTou,08/23/21,['positive'],"  να δωσω στοιχεια που ενα μηνα πριν το εμβολιο εξετασεις και ολα αψογα και ενα μηνα μετα το εμβολιο επειγοντως χειρουργειο για ανακοπησε δυο μηνες διαλυθηκε η καρδια να παω να αποδειξω τι
ιατρικα λαθη γινονται και παιρνεις τα τρια σου στα εμβολο θα δικαιωθειςδεν στο ευχομαι"
GeniaTou,08/23/21,['positive'], κωστα τωρα που το εμβολιο πηρε οριστικη εγκριση απο  και δεν ειναι πειραματικο θα εμβολιαστει ο γιδοβοσκος?
GeniaTou,08/23/21,['positive'],_ εχεις χαλαρωσει τελευταια ψωφε εχουμε καιρο να ακουσουμε αυτη την ευχη απο σενα 😂. μηπως σε πειραξε το εμβολιο
GeniaTou,08/23/21,['negative'],"  γιατην πανουκλα εχουν αναπτυξει εμβολιο αλλα δεν κανει (κυρις την πνυμονικη). δεν υπαρχει εμβολιο για την . αν υπηρχε οι κινεζοι θα ηταν οι πρωτοι που θα το χρησιμοποιουσαν. θα τους στοιχιζε (πολλαπλως) λιγοτερο
 την χολερα ειναι  "
GeniaTou,08/23/21,['positive'], για δε λετε στον τομεαρχη υγειας σας να κανει ..καμπανια υπερ του εμβολιασμου αφου κανει πρωτα απ' ολα ο ιδιος το εμβολιο? οντως μπορουμε καλυτερα )
GeniaTou,08/23/21,['negative'],  δεν γινονται σε ολους. εγω πχ δεν θυμαμαι να εχω κανει εμβολιο γριπης αλλα η γιαγια μου εκανε καθε χρονο. αυτο δεν ισχυει η λεω εγω βλακειες
GeniaTou,08/23/21,['neutral'],  το εμβολιο της  πηρε κανονικη αδεια σημερα. για να δουμε τωρα...
GeniaTou,08/23/21,['positive'],εμβολιο  η πληρης εγκριση ανοιγει την βενταλια της υποχρεωτικοτητας στις ηπα    
GeniaTou,08/23/21,['neutral'], η συγκεκριμενη κυβερνηση ειναι δειλη για να κανει υποχρεωτικο το εμβολιο. εχει να κανει  με το πολιτικο κοστος
GeniaTou,08/23/21,['negative'],"αυτο που οσους ανεμβολιαστες ξερω τυχαινει να χουν και ενα θεμα υγειας μαλακα η αλλη ελεγε οτι το εμβολιο θα της ξυπνησει τον καρκινο
δεν αντεχω αλλη βλακεια ποναω και για αυτο δεν υπαρχει εμβολιο"
GeniaTou,08/23/21,['neutral'],ο σταυρος θεοδωρακης απαντα στον τσιτσιπα για το εμβολιο οχι στεφανε δεν ειναι δικαιωμα σου κορωνοιος 
GeniaTou,08/23/21,['positive'],ναι το επιασες. γι αυτο και ειπαν να προβαλλουν αποψεις ιατρων ποιυ εναντιωνονται στο εμβολιο ετσι ωστε να υποστηριξουν την κυβερνητικη γραμμη στο επακρο.
GeniaTou,08/23/21,['positive'], το κυριως προβλημα μας ειναι οτι εκβιαζετε επιβαλλοντας  να πληρωνουμε   ευρω ανα βδομαδα για τεστ μονο και μονο για να μας αναγκασετε να κανουμε το εμβολιο πουλωντας τρελιτσα οτι δεν υποχρεωνετε κανεναν και οτι σπερνετε διχονοια παρα το ιδιο το εμβολιο.
GeniaTou,08/23/21,['negative'], ελα να τα πεις στους δικους μου που τους τρεχω στα νοσοκομεια απο τοτε που εκαναν το κωλο εμβολιο. αντ εμας ζαλισατε
GeniaTou,08/23/21,['positive'],"ο κορονοιος εκδικειται😤 εξανεμιστηκε η προστασια της συλλογικης εμβολιαστικης ανοσιας στο ισραηλ. τελικα η θεωρια του κουλη οτι το καλυτερο εμβολιο ειναι το ταχυτερο απετυχε κατι ηξεραν οι αρχαιοι ημων προγονοι που ελεγαν σπευδε βραδεως
 "
GeniaTou,08/23/21,['positive'],το εμβολιο της  πηρε εγκριση απο την  …. ποτε επιτελους θα πεισθουν οσοι το παιζουν παντογνωστες  αηδια και θλιψη για το επιπεδο ορισμενων 
GeniaTou,08/23/21,['positive'],το εμβολιο πηρε εγκριση στην αμερικη. στην ευρωπη ποτε
GeniaTou,08/23/21,['positive'],εμβολιο  ο  εδωσε την πληρη εγκριση του  
GeniaTou,08/23/21,['neutral'],"για ψεκια εμβολιασμοι 
κανενα εμβολιο στην ιστορια δεν εχει ελεγθει τι κανει μετα απο  και  χρονια.
ξερετε γιατι?
γιατι δεν δουλευουν ετσι τα εμβολια
εαν εχετε απορειες ρωτηστε"
GeniaTou,08/23/21,['positive'],πληρη εγκριση απο τον οργανισμο φαρμακων και τροφιμων των ηπα ελαβε σημερα το εμβολιο της 
GeniaTou,08/23/21,['neutral'], ειχα ανεβασει  πυρετο απο το εμβολιο του στρατου...εκει δεν ειδα πολλους ν αντιδρανε παντως
GeniaTou,08/23/21,['positive'],οι κρυφες δημοσκοπησεις λενε πως αν ο συριζα κατεβει στις εκλογες με προεδρο τον πολακη και κεντρικα συνθηματα το μητσοτακη_γαμιεσαι και το οχι στο εμβολιο-ναι στην τσικουδια θα περασει το 
GeniaTou,08/23/21,['positive'],"αυτη ειναι η επικεφαλης του  που ενεκρινε το εμβολιο. 

"
GeniaTou,08/23/21,['positive'],ο προεδρος και ιδιοκτητης της κορυφαιας φαρμακοβιομηχανιας στην ελλαδα με στρατια εξειδικευμενων στελεχων αρνειται το εμβολιο. αντιθετα ο καθε καψοκαλυβας εδω και το καθε ιατρικο παπαγαλακι σου λενε το αντιθετο πιστεψτε οποιον νομιζετε πως ξερει καλυτερα.   ανεμβολιαστοι
GeniaTou,08/23/21,['negative'], τωρα που πηρε την εγκριση το εμβολιο νομοθετηση υποχρεωτικοτητας του και κυνηγι τα ψεκια με την αποχη οπως εκανε η κινα.
GeniaTou,08/23/21,['neutral'],υπαρχει οποιαδηποτε αναφορα για τον αντετοκουμπο και το εμβολιο
GeniaTou,08/23/21,['positive'],θελω να δω ποιες θα ειναι οι δικαιολογιες τους τωρα 🤔 εμβολιασμοι εμβολιο 
GeniaTou,08/23/21,['neutral'],εκτος απ'το εμβολιο 
GeniaTou,08/23/21,['positive'],στο μουνι μας αν το κανατε το εμβολιο αν θα το κανετε αν φοβαστε αν αν αν μη σωσετε να το κανετε απλα σκαστε
GeniaTou,08/23/21,['positive'],εμβολιο  η πληρης εγκριση ανοιγει την βενταλια της υποχρεωτικοτητας στις ηπα 
GeniaTou,08/23/21,['positive'], τα κρατη παγκοσμιως βλεπουν οτι παρα τις προσδοκιες τους τοιχος ανοσιας δεν χτιζεται και προσπαθουν να ριξουν το φταιξιμο στους ανεμβολιαστους. τολμουν ν ομολογησουν οτι το εμβολιο δεν προσφερει ανοσια και οτι η η επενεργεια του μειωνεται σταδιακα στους  μηνες
GeniaTou,08/23/21,['negative'],"το εμβολιο δεν εχει ερευνηθει επαρκως και επομενως δεν μπορει να χρησιμοποιηθει σε ανθρωπους
 "
GeniaTou,08/23/21,['positive'],"σωτηρης βασιλειου διευθυντης μοναδας τεχνητου νεφρου...

""δεν κανω εμβολιο η φυσικη ανουσια ειναι ανωτερη της τεχνητης ανουσιας""...."
GeniaTou,08/23/21,['positive']," ""ζηλευω παρα πολυ τους ανθρωπους που ειναι αναισθητοι...""αυτο.το νιωθουμε καθε μερα. παρακαλαμε για ενα εμβολιο αναισθησιας.μονο που ετσι δεν θα ειχαμε σωτηρια.τωρα υπαρχει μια ελπιδα.να ειστε καλα ολοισταματινακαι ναι η προστασια των ζωων ειναι και θεμα πολιτικης προστασιας."
GeniaTou,08/23/21,['neutral'],γιατι βριζετε αγνωστους ανθρωπους στο τουιτερ για το εμβολιοαα γιατι ειστε κομπλεξικα μουνοπανα για αυτο
GeniaTou,08/23/21,['positive'],λωριδα της γαζας με λοταρια προσπαθει να πεισει τον κοσμο να εμβολιαστει η χαμας  κοσμος κορωνοιος λοταρια χαμας λωριδα_της_γαζας εμβολιο 
GeniaTou,08/23/21,['neutral'], μακαρι και η εγγονη μου εκλεισε ραντεβου για εμβολιο....
GeniaTou,08/23/21,['neutral'],καυγας   μεταξυ γιατρων για το εμβολιο του κορονοιου εισαι γελοιος – εισαι ασχετος και αγραμματος  
GeniaTou,08/23/21,['negative'],τωρα που πηρε οριστικη εγκριση το εμβολιο της  οι συντροφοι εμαθαν την ιβερμεκτινη . ολος ο πλανητης λαθος και μονο οι ζαιοι ξερουν. _
GeniaTou,08/23/21,['positive'],το εμβολιο ειναι η απολυτη ασφαλης επιλογη προστασιας απο τον  -. ενα συγχρονο δωρο της επιστημης στην ανθρωποτητα. 
GeniaTou,08/23/21,['negative'],ο μητσοτακη_γαμιεσαι δεν κυβερναει. τιμωρει κανει  και εκδικειται. μητσοτακη_παραιτησου εμβολιασμοι εμβολιο νδ_συμμορια νδ_χουντα νδ_αλητες
GeniaTou,08/23/21,['neutral'],_ οσο ανυπαρκτη και αν ειναι το εμβολιο υπαρχει.
GeniaTou,08/23/21,['neutral'],-εμβολιο κορωνοιου ποιοι και ποτε θα κανουν τριτη δοση στην ελλαδα 
GeniaTou,08/23/21,['positive'], ενεκρινε πληρως την αδεια για το εμβολιο της  
GeniaTou,08/23/21,['negative'],η επαναφορα της μασκας σε εξωτερικο χωρο δεν ειναι η επιστροφη στην κανονικοτητα που υποσχεθηκανε σε οσους καναμε το εμβολιο. ως εδω η κοροιδια ας την φορεσουν οσοι νιωθουν οτι κινδυνευουν
GeniaTou,08/23/21,['neutral'],"βρειτε μου τη διευθυνση του βασιλακοπουλου να του στειλω καφε και κουλουρακια εισαι αγραμματος ειπε στον ψεκια που υποστηριζε μονο τη φυσικη ανοσια κ ελεγε ψεμματα για τα εμβολια εμβολιο πολυ φιλος μου 

 "
GeniaTou,08/23/21,['positive'], αχχ το ειδα και επαθα τρομερο καψιμο..υπαρχουν πολλες πιθανοτητες να κολλησεις  απο αυτον που θα σε σερβιρει η ηπατιτιδα που εχουμε κανει σχεδον ολοι εμβολιοκαι εννοειται η πιο ευκολα μεταδιδομενη ασθενεια ειναι τα ναρκωτικα 😂😂😂 εμβολιασμοι
GeniaTou,08/23/21,['negative'],   ασε την υπευθυνοτητα και πεσμου ρε ανικανε . θανατους εχουμε απο τα χεσμενα εμβολια σας και πριν δυο μερες πεθανε ενα παιδακι απο την ισπανια  χρονον απο το εμβολιο ανακοπη καρδιας ρε αλητες δεν ντρεπεστε καθολου ποσο ρουφιανια κουβαλατε πανω σας ειστε για τα πανηγυρια.
GeniaTou,08/23/21,['positive'],  οπως λεει και ο οικονομολογος αδερφος μου βαλε καταληκτικη ημερομηνια στο δωρεαν εμβολιο κ μετα επι πληρωμη να δεις τι εχει να γινει απο ζητηση.
GeniaTou,08/23/21,['neutral']," εμβολιο η οχι κολλας και μεταδιδεις
απλο ειναι"
GeniaTou,08/23/21,['positive'],επισης γιατι δεν κανετε το εμβολιο. ας βγει ενας ανθρωπος που δεν εχει κανει κανενα παιδικο εμβολιο και ειναι καλα και θα το σεβαστω. αλλα αν ολοι οσοι δεν κανετε τα εμβολια κατα του κοβιντ εχετε κανει τα παιδικα εμβολια δε νομιζετε οτι ειστε υπερβολικοι 
GeniaTou,08/23/21,['neutral'],εμβολιο    και τριτη δοση τι ισχυει   
GeniaTou,08/23/21,['negative'], ασε την υπευθυνοτητα και πεσμου ρε ανικανε . θανατους εχουμε απο τα χεσμενα εμβολια σας και πριν δυο μερες πεθανε ενα παιδακι απο την ισπανια  χρονον απο το εμβολιο ανακοπη καρδιας ρε αλητες δεν ντρεπεστε καθολου ποσο ρουφιανια κουβαλατε πανω σας ειστε για τα πανηγυρια.
GeniaTou,08/23/21,['negative'],_  ασε την υπευθυνοτητα και πεσμου ρε ανικανε . θανατους εχουμε απο τα χεσμενα εμβολια σας και πριν δυο μερες πεθανε ενα παιδακι απο την ισπανια  χρονον απο το εμβολιο ανακοπη καρδιας ρε αλητες δεν ντρεπεστε καθολου ποσο ρουφιανια κουβαλατε πανω σας ειστε για τα πανηγυρια.
GeniaTou,08/23/21,['negative'],"ζουν και σε αλλους τοπους
για την ακριβεια ζουσαν 
δυστυχως δε ζουν πλεον 

εμβολιο 
χαρδαλιας 
κορονοιος 
κρουσματα "
GeniaTou,08/23/21,['negative'], ειναι τσιπαρισμενο με εμβολιο και κανει γκλανγκ γκλονγκ. βρε ουστ
GeniaTou,08/23/21,['negative'], η απολυτο αυταρχικο οπως λεω εγω. αυτοι δεν θα πρεπει να εχουν κανενα βημα σε δημοκρατιες αλλα ακομα υπαρχει η ανοησια της αγελης και δυστυχως για την ανθρωποτητα εμβολιο δεν θα βγει ποτε
GeniaTou,08/23/21,['positive'],το εμβολιο της φαισερ πηρε τελικη εγκριση απο τον 
GeniaTou,08/23/21,['positive'],"τι λετε ρε παιδια ο  ενεκρινε πληρως το εμβολιο της  αρα ο χαμπης και η αντρουλλου που μελετησαν εξουθενωτικα //γνωστο γνωστου και ειχαν ανησυχιες για την ""εκτακτη εγκριση"" και τα ""πειραματα"" λογικα τωρα θα τρεξουν να το βαλουν σωστα"
GeniaTou,08/23/21,['neutral'],"προεδρος ποε εκαβ στην πρωτη γραμμη σε ολη την πανδημια τωρα εμβολιο η αποκλεισμος. 
"
GeniaTou,08/23/21,['negative'],μας εχετε ζαλισει μαζι με το εμβολιο ...να παει το   .....εμεις θα βλεπουμε απεξω... 
GeniaTou,08/23/21,['negative'],"δεν τα λεμε εμεις ... οι επιστημονες τα λενε.
εμβολιο καθε  μηνες 
η επιχειρηση ελευθερια αποδειχθηκε απατη τελικα οι  δοσεις δεν εξαφανιζουν τον ιο και δεν κτιζεται τειχος ανοσιας "
GeniaTou,08/23/21,['negative'],αν ειχαμε φτασει το  καλυψη τωρα θα μιλουσαμε για μικροτερους αριθμους απωλειων και διασωλημενων και εισαγωγων λογω _... εμβολιο εμβολια εμβολιασμοι εμβολιασμος εμβολιασμοι ελλαδα 
GeniaTou,08/23/21,['negative'],οχι οτι δεν το ξεραμε ηδη αλλα ο τυπος αποτελει μεγιστο στρατευμενο κουλομαχο. με εκανε αστραπιαια μπλοκ στο  επειδη απολυτως κοσμια του εγραψα ενα απλο σχολιο με επιχειρηματα απαντωντας του σε σκιτσο για τον τσιτσιπα που προωθει την κυβερνητικη λυσσα με το εμβολιο. 
GeniaTou,08/23/21,['negative'],πανω απο . εμβολιασμοι σημερα ενω θα επρεπε να τρεχουν οι ανεμβολιαστοι ανω των  ετων αμεσα να εμβολιαστουν... αντιεμβολιαστες εμβολιο εμβολια εμβολιασμοι εμβολιασμος εμβολιασμοι ελλαδα 
GeniaTou,08/23/21,['positive'],αυτοι εδωσαν εγκριση στο εμβολιο 
